pincode,state_id,area_code,area_name,region,is_edl,ecom_zone,apex_service,apex_tat,apex_zone,surface_service,surface_tat,surface_zone,dp_service,dp_tat,dp_zone
580118,16,DWD,DHARWAD,SOUTH2,1,C,none,48,ST,none,72,S2,both,48,B
580211,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
580212,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,48,ST,none,72,S2,both,48,B
580213,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,48,ST,none,72,S2,both,48,B
580214,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,both,48,B
580215,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581047,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,both,48,B
581101,16,HGL,HANGAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581102,16,HGL,HANGAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581103,16,DAN,DANDELI,SOUTH2,1,C,none,72,ST,none,120,S2,both,48,B
581104,16,HGL,HANGAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581105,16,DWD,DHARWAD,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581106,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581107,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581108,16,RNN,RANEBENNUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581109,16,HKR,HIREKERUR,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581110,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581111,16,HKR,HIREKERUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581112,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581113,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581115,16,RNN,RANEBENNUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581116,16,HKR,HIREKERUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581117,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581118,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581119,16,RNN,RANEBENNUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581120,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581121,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581123,16,HAR,HARIHAR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581124,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,both,48,B
581125,16,HKR,HIREKERUR,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581126,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581127,16,HGL,HANGAL,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581128,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581129,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581131,16,RNN,RANEBENNUR,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581132,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581134,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581137,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581138,16,HGL,HANGAL,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581139,16,DWD,DHARWAD,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581140,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,both,48,B
581145,16,RNN,RANEBENNUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581147,16,RNN,RANEBENNUR,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581148,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581149,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581150,16,HGL,HANGAL,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581153,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581154,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581155,16,RNN,RANEBENNUR,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581157,16,SND,SINDHNUR,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581158,16,NIP,NIPANI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581160,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581161,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581162,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581163,16,HAR,HARIHAR,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581164,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581167,16,HGL,HANGAL,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581168,16,HNR,HONNAVARA,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581169,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581170,16,DWD,DHARWAD,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581171,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581177,16,BLG,BAILHONGAL,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581180,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581181,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581182,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581183,16,HAV,HAVERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581185,16,BTK,BHATKAL,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
581186,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581187,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581189,16,HGL,HANGAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581191,16,MUG,MUNDGOD,SOUTH2,1,C,none,144,ST,none,120,S2,both,72,B
581193,16,MUG,MUNDGOD,SOUTH2,1,C,none,120,ST,none,96,S2,both,72,B
581197,16,MUG,MUNDGOD,SOUTH2,1,C,none,120,ST,none,96,S2,both,72,B
581198,16,HAV,HAVERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581199,16,HGL,HANGAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581201,16,DWD,DHARWAD,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581202,16,MUG,MUNDGOD,SOUTH2,1,C,none,120,ST,none,96,S2,both,72,B
581203,16,HGL,HANGAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581204,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581205,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581206,16,DWD,DHARWAD,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581207,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581208,16,RNN,RANEBENNUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581209,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581210,16,HKR,HIREKERUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581211,16,RNN,RANEBENNUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581212,16,MUG,MUNDGOD,SOUTH2,1,C,none,96,ST,none,72,S2,both,72,B
581213,16,RNN,RANEBENNUR,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581214,16,MUG,MUNDGOD,SOUTH2,1,C,none,120,ST,none,96,S2,both,72,B
581218,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581219,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581223,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581224,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581225,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,both,48,B
581226,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581228,16,MUG,MUNDGOD,SOUTH2,1,C,none,120,ST,none,96,S2,both,72,B
581230,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581231,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581232,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581234,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,48,ST,none,72,S2,,,
581301,16,KAW,KARWAR,SOUTH2,0,C,inbound,48,ST,none,96,S2,both,48,B
581302,16,KAW,KARWAR,SOUTH2,0,C,inbound,48,ST,none,48,S2,both,48,B
581303,16,KAW,KARWAR,SOUTH2,0,C,inbound,48,ST,inbound,96,S2,both,48,B
581304,16,KAW,KARWAR,SOUTH2,0,C,inbound,48,ST,none,48,S2,both,48,B
581305,16,KAW,KARWAR,SOUTH2,0,C,inbound,48,ST,none,96,S2,both,48,B
581306,16,KAW,KARWAR,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
581307,16,KAW,KARWAR,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
581308,16,KAW,KARWAR,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
581314,16,AKL,ANKOLA,SOUTH2,0,C,inbound,48,ST,none,120,S2,both,48,B
581315,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581316,16,AKL,ANKOLA,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
581317,16,KAW,KARWAR,SOUTH2,1,C,none,120,ST,none,120,S2,,,
581318,16,SOB,SORABHA,SOUTH2,1,C,none,120,ST,none,120,S2,,,
581319,16,AKL,ANKOLA,SOUTH2,1,C,none,120,ST,none,120,S2,,,
581320,16,BTK,BHATKAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581321,16,AKL,ANKOLA,SOUTH2,1,C,none,120,ST,none,120,S2,both,48,B
581322,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581323,16,HNR,HONNAVARA,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581324,16,KAW,KARWAR,SOUTH2,1,C,none,120,ST,none,120,S2,both,48,B
581325,16,DAN,DANDELI,SOUTH2,0,C,both,24,ST,both,72,S2,both,48,B
581326,16,AKL,ANKOLA,SOUTH2,1,C,none,120,ST,none,120,S2,,,
581327,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,C
581328,16,KAW,KARWAR,SOUTH2,1,C,none,120,ST,none,120,S2,,,
581329,16,DAN,DANDELI,SOUTH2,1,C,none,72,ST,none,120,S2,both,48,B
581330,16,HNR,HONNAVARA,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581331,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581332,16,HNR,HONNAVARA,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,C
581333,16,HNR,HONNAVARA,SOUTH2,1,C,none,96,ST,none,120,S2,,,
581334,16,HNR,HONNAVARA,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581335,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,C
581336,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581337,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581338,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,,,
581339,16,KAW,KARWAR,SOUTH2,1,C,none,120,ST,none,120,S2,,,
581340,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581341,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,C
581342,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,C
581343,16,HNR,HONNAVARA,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581344,16,AKL,ANKOLA,SOUTH2,1,C,none,120,ST,none,120,S2,,,
581345,16,KAW,KARWAR,SOUTH2,1,C,none,120,ST,none,120,S2,both,48,B
581346,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581347,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581348,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,C
581349,16,MUG,MUNDGOD,SOUTH2,0,C,both,72,ST,both,96,S2,both,72,B
581350,16,BTK,BHATKAL,SOUTH2,0,C,inbound,120,ST,inbound,144,S2,both,48,B
581351,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,C
581352,16,KAW,KARWAR,SOUTH2,0,C,inbound,96,ST,inbound,96,S2,both,48,B
581353,16,AKL,ANKOLA,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
581354,16,BTK,BHATKAL,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
581355,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581356,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581357,16,AKL,ANKOLA,SOUTH2,1,C,none,120,ST,none,120,S2,both,48,B
581358,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581359,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581360,16,KAW,KARWAR,SOUTH2,1,C,none,120,ST,none,120,S2,both,48,B
581361,16,HNR,HONNAVARA,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581362,16,HNR,HONNAVARA,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,C
581363,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581365,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
581384,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,,,
581396,16,KAW,KARWAR,SOUTH2,1,C,none,120,ST,none,120,S2,both,48,B
581400,16,KAW,KARWAR,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
581401,16,SIS,SIRSI,SOUTH2,1,C,none,96,ST,none,96,S2,both,72,B
581402,16,SIS,SIRSI,SOUTH2,1,C,none,96,ST,none,96,S2,both,72,B
581403,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581405,16,SIS,SIRSI,SOUTH2,1,C,none,96,ST,none,96,S2,both,72,B
581411,16,MUG,MUNDGOD,SOUTH2,0,C,both,72,ST,none,96,S2,both,72,B
581412,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,48,ST,none,72,S2,,,
581421,16,BTK,BHATKAL,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,B
581423,16,HNR,HONNAVARA,SOUTH2,1,C,none,120,ST,none,144,S2,,,
581431,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
581440,16,HNR,HONNAVARA,SOUTH2,1,C,none,96,ST,none,120,S2,,,
581450,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
581453,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582101,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582102,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582103,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
582111,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582112,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582113,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582114,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582115,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582116,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582117,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582118,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582119,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582120,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582121,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582122,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,both,48,B
582123,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582125,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582127,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582132,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582135,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582140,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582142,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582143,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582201,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
582202,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582203,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582204,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582205,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
582206,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582207,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582208,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582209,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,0,B,inbound,96,ST,inbound,120,S2,,,
582210,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,48,ST,none,72,S2,,,
582211,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582212,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582214,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582215,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582216,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582217,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582218,16,DWD,DHARWAD,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582219,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582220,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582222,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582223,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582225,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,72,ST,none,96,S2,both,48,B
582227,16,DWD,DHARWAD,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582228,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582231,16,GAB,GADAG-BETIGERI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
582232,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582234,16,BLG,BAILHONGAL,SOUTH2,1,C,none,120,ST,none,144,S2,both,48,B
582235,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582236,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582237,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,72,ST,none,96,S2,,,
582239,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582240,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582241,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
582243,16,JAM,JAMKHANDI,SOUTH2,1,C,none,96,ST,none,120,S2,both,48,B
583101,16,YBL,BALLARI,SOUTH2,0,C,both,48,ST,both,48,S2,both,48,B
583102,16,YBL,BALLARI,SOUTH2,0,C,both,48,ST,both,48,S2,both,48,B
583103,16,YBL,BALLARI,SOUTH2,0,C,both,48,ST,both,48,S2,both,48,B
583104,16,YBL,BALLARI,SOUTH2,0,C,both,48,ST,both,48,S2,both,48,B
583105,16,YBL,BALLARI,SOUTH2,1,C,none,72,ST,none,72,S2,both,48,B
583111,16,YBL,BALLARI,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583112,16,YBL,BALLARI,SOUTH2,1,C,none,96,ST,none,96,S2,,,
583113,16,GVH,GANGAVATHI,SOUTH2,1,C,none,96,ST,none,96,S2,both,72,B
583114,16,SGP,SIRUGUPPA,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583115,16,YBL,BALLARI,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583116,16,YBL,BALLARI,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583117,16,YBL,BALLARI,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583118,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
583119,16,YBL,BALLARI,SOUTH2,1,C,none,144,ST,none,144,S2,,,
583120,16,SGP,SIRUGUPPA,SOUTH2,1,C,none,144,ST,none,144,S2,both,48,B
583121,16,SGP,SIRUGUPPA,SOUTH2,0,C,inbound,48,ST,inbound,144,S2,both,48,B
583122,16,SGP,SIRUGUPPA,SOUTH2,1,C,none,144,ST,none,144,S2,both,48,B
583123,16,TRG,TORANAGAL,SOUTH2,1,C,none,72,ST,none,72,S2,both,48,B
583124,16,YBL,BALLARI,SOUTH2,1,C,none,144,ST,none,144,S2,,,
583125,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583126,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583127,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
583128,16,YBL,BALLARI,SOUTH2,1,C,none,144,ST,none,144,S2,,,
583129,16,TRG,TORANAGAL,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583130,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
583131,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583132,16,GVH,GANGAVATHI,SOUTH2,1,C,none,96,ST,none,96,S2,both,72,B
583134,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
583135,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
583136,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583137,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583138,16,YBL,BALLARI,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583140,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
583144,16,GVH,GANGAVATHI,SOUTH2,1,C,none,144,ST,none,144,S2,both,72,B
583147,16,GVH,GANGAVATHI,SOUTH2,1,C,none,144,ST,none,144,S2,both,72,B
583148,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,120,ST,none,144,S2,,,
583152,16,YBL,BALLARI,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583201,16,HSP,HOSAPETE,SOUTH2,0,C,inbound,48,ST,none,96,S2,both,48,B
583202,16,HSP,HOSAPETE,SOUTH2,0,C,inbound,48,ST,none,120,S2,both,48,B
583203,16,HSP,HOSAPETE,SOUTH2,0,C,inbound,96,ST,none,96,S2,both,48,B
583204,16,HSP,HOSAPETE,SOUTH2,1,C,none,120,ST,none,120,S2,both,48,B
583211,16,HSP,HOSAPETE,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
583212,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583213,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583214,16,HBL,"HUBLI SERVICE CENTRE",SOUTH2,1,B,none,96,ST,none,120,S2,,,
583215,16,HSP,HOSAPETE,SOUTH2,1,C,none,96,ST,none,96,S2,both,48,B
